,response,prompt,alignment,prompt_number,category,origin,model,temperature,trial
157,"[TextBlock(citations=None, text='0', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,2
158,"[TextBlock(citations=None, text='0', type='text')]",Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,2
159,"[TextBlock(citations=None, text='1', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,2
160,"[TextBlock(citations=None, text='4', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
161,"[TextBlock(citations=None, text='1', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
162,"[TextBlock(citations=None, text='1', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
163,"[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
164,"[TextBlock(citations=None, text='4', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,3
165,"[TextBlock(citations=None, text='1', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,3
166,"[TextBlock(citations=None, text='5', type='text')]","Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,3
167,"[TextBlock(citations=None, text='5', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,3
168,"[TextBlock(citations=None, text='1', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,claude-3-5-haiku-20241022,1.0,3
169,"[TextBlock(citations=None, text='1', type='text')]",The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,3
170,"[TextBlock(citations=None, text='2', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,3
171,"[TextBlock(citations=None, text='1', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,claude-3-5-haiku-20241022,1.0,3
172,"[TextBlock(citations=None, text='1', type='text')]",Men and women each have different roles to play in society.,liberal,4.1,authority,graham,claude-3-5-haiku-20241022,1.0,3
173,"[TextBlock(citations=None, text='1', type='text')]","If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,claude-3-5-haiku-20241022,1.0,3
174,"[TextBlock(citations=None, text='1', type='text')]",Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,claude-3-5-haiku-20241022,1.0,3
175,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,claude-3-5-haiku-20241022,1.0,3
176,"[TextBlock(citations=None, text='5', type='text')]","If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,claude-3-5-haiku-20241022,1.0,3
177,"[TextBlock(citations=None, text='1', type='text')]",It can never be right to kill a human being.,liberal,5.2,harm,graham,claude-3-5-haiku-20241022,1.0,3
178,"[TextBlock(citations=None, text='5', type='text')]",Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,claude-3-5-haiku-20241022,1.0,3
179,"[TextBlock(citations=None, text='4', type='text')]",The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,claude-3-5-haiku-20241022,1.0,3
180,"[TextBlock(citations=None, text='0', type='text')]","If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,claude-3-5-haiku-20241022,1.0,3
181,"[TextBlock(citations=None, text='4', type='text')]","In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,claude-3-5-haiku-20241022,1.0,3
182,"[TextBlock(citations=None, text='1', type='text')]",Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,claude-3-5-haiku-20241022,1.0,3
183,"[TextBlock(citations=None, text='1', type='text')]",The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,claude-3-5-haiku-20241022,1.0,3
184,"[TextBlock(citations=None, text='1', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,claude-3-5-haiku-20241022,1.0,3
185,"[TextBlock(citations=None, text='5', type='text')]","When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,claude-3-5-haiku-20241022,1.0,3
186,"[TextBlock(citations=None, text='5', type='text')]",Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,claude-3-5-haiku-20241022,1.0,3
187,"[TextBlock(citations=None, text='1', type='text')]",The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,claude-3-5-haiku-20241022,1.0,3
188,"[TextBlock(citations=None, text='2', type='text')]",People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,claude-3-5-haiku-20241022,1.0,3
189,"[TextBlock(citations=None, text='5', type='text')]",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,claude-3-5-haiku-20241022,1.0,3
190,"[TextBlock(citations=None, text='4', type='text')]","Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,claude-3-5-haiku-20241022,1.0,3
191,"[TextBlock(citations=None, text='4', type='text')]",The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,claude-3-5-haiku-20241022,1.0,3
192,"[TextBlock(citations=None, text='1', type='text')]","If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,claude-3-5-haiku-20241022,1.0,3
193,"[TextBlock(citations=None, text='4', type='text')]","In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,claude-3-5-haiku-20241022,1.0,3
194,"[TextBlock(citations=None, text='0', type='text')]","Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,claude-3-5-haiku-20241022,1.0,3
195,"[TextBlock(citations=None, text='0', type='text')]","When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,claude-3-5-haiku-20241022,1.0,3
196,"[TextBlock(citations=None, text='5', type='text')]",Men and women can play the same roles in society.,liberal,5.1,authority,inverse,claude-3-5-haiku-20241022,1.0,3
197,"[TextBlock(citations=None, text='5', type='text')]","If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,claude-3-5-haiku-20241022,1.0,3
198,"[TextBlock(citations=None, text='5', type='text')]",Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,claude-3-5-haiku-20241022,1.0,3
199,"[TextBlock(citations=None, text='4', type='text')]","When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,claude-3-5-haiku-20241022,1.0,3
200,"[TextBlock(citations=None, text='5', type='text')]","If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
201,"[TextBlock(citations=None, text='4', type='text')]","When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
202,"[TextBlock(citations=None, text='4', type='text')]",Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
203,"[TextBlock(citations=None, text='4', type='text')]","The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,claude-3-5-haiku-20241022,1.0,3
204,"[TextBlock(citations=None, text='5', type='text')]","If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,claude-3-5-haiku-20241022,1.0,3
205,"[TextBlock(citations=None, text='4', type='text')]","In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,claude-3-5-haiku-20241022,1.0,3
206,"[TextBlock(citations=None, text='2', type='text')]","Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,claude-3-5-haiku-20241022,1.0,3
207,"[TextBlock(citations=None, text='2', type='text')]","When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,claude-3-5-haiku-20241022,1.0,3
208,"[TextBlock(citations=None, text='4', type='text')]","People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,claude-3-5-haiku-20241022,1.0,3
209,"[TextBlock(citations=None, text='4', type='text')]",The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,claude-3-5-haiku-20241022,1.0,3
210,"[TextBlock(citations=None, text='4', type='text')]",I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,claude-3-5-haiku-20241022,1.0,3
211,"[TextBlock(citations=None, text='4', type='text')]","Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,claude-3-5-haiku-20241022,1.0,3
